event_id,venue_id,zone_id,timestamp,timestep_index
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 10:00,0
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 10:05,1
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 10:10,2
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 10:15,3
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 10:20,4
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 10:25,5
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 10:30,6
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 10:35,7
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 10:40,8
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 10:45,9
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 10:50,10
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 10:55,11
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 11:00,12
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 11:05,13
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 11:10,14
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 11:15,15
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 11:20,16
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 11:25,17
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 11:30,18
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 11:35,19
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 11:40,20
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 11:45,21
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 11:50,22
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 11:55,23
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 12:00,24
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 12:05,25
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 12:10,26
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 12:15,27
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 12:20,28
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 12:25,29
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 12:30,30
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 12:35,31
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 12:40,32
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 12:45,33
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 12:50,34
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 12:55,35
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 13:00,36
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 13:05,37
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 13:10,38
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 13:15,39
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 13:20,40
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 13:25,41
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 13:30,42
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 13:35,43
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 13:40,44
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 13:45,45
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 13:50,46
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 13:55,47
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 14:00,48
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 14:05,49
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 14:10,50
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 14:15,51
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 14:20,52
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 14:25,53
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 14:30,54
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 14:35,55
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 14:40,56
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 14:45,57
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 14:50,58
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 14:55,59
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 15:00,60
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 15:05,61
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 15:10,62
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 15:15,63
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 15:20,64
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 15:25,65
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 15:30,66
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 15:35,67
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 15:40,68
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 15:45,69
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 15:50,70
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 15:55,71
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 16:00,72
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 16:05,73
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 16:10,74
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 16:15,75
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 16:20,76
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 16:25,77
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 16:30,78
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 16:35,79
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 16:40,80
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 16:45,81
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 16:50,82
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 16:55,83
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 17:00,84
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 17:05,85
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 17:10,86
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 17:15,87
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 17:20,88
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 17:25,89
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 17:30,90
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 17:35,91
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 17:40,92
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 17:45,93
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 17:50,94
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 17:55,95
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 18:00,96
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 18:05,97
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 18:10,98
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 18:15,99
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 18:20,100
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 18:25,101
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 18:30,102
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 18:35,103
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 18:40,104
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 18:45,105
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 18:50,106
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 18:55,107
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 19:00,108
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 19:05,109
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 19:10,110
EVT_OLY_2028_001,VEN_STADIUM_12,ZONE_GATE_A1,2026-07-15 19:15,111
