crowd_count,inflow_rate,outflow_rate,avg_speed,direction_entropy
4271,24.577255689768922,39.282562142141764,2.717040536618782,0.2681269024249743
1220,16.66648449995511,12.472574558612479,1.1837007333657457,0.05500528443934172
537,48.064068194660464,1.001760795983988,2.7613850499639354,0.2150319087295215
2550,45.3043905901047,39.81331878471211,0.3850517345429938,0.4489685131000234
4307,12.01615691669707,24.854902384069696,0.210738456644188,0.9955315993065877
919,24.080190722160843,51.881085981547436,0.6585068159009877,0.7806751580494673
1372,42.29425353883498,45.241039540921925,0.36259067244615717,0.10111217602868572
3257,2.5924769845553275,21.165959937841603,0.8583229446008745,0.8537317129518649
2583,11.93933623794916,41.3301204623531,0.3658914222353581,0.27430109061876784
3656,6.5044566947715765,50.76232035322385,1.2871506381467144,0.4520864191312841
4441,28.500038196519185,12.149603610648306,0.7289515796395939,0.14390218503086305
4462,35.901229563406645,37.011348416498834,1.0567189540717814,0.1807678574490844
2778,53.39396292481109,48.721323935043124,0.5691908038587022,0.781168395558448
3239,55.501150220731674,57.251495278582645,1.6241341798303657,0.1958790839463057
1092,57.11240949305668,42.37587592755289,0.8512917526402554,0.5855886568272142
1456,4.995341412163197,56.11456582043813,0.5887555843798353,0.6508486565100217
391,33.237677985864345,32.582577718641154,2.045302944975919,0.8236955084980065
2871,26.360630604568392,34.275491014843944,1.717271971541569,0.5923667172444553
2298,46.85131616294231,25.63329908974308,0.9972910306067471,0.6612981200186457
3516,58.684812096179606,48.804512357934456,0.1931206098789336,0.0014582583919408032
3116,51.107975165038916,55.742928705023104,0.38286620795667636,0.677541008755472
3775,40.882409627871375,32.29173117725487,2.2339037634630254,0.3864078545808032
1349,40.43478057310805,6.097718464173236,2.3506543809595137,0.1997666402049013
3896,26.118990929172565,11.98271944193899,1.8281062085686073,0.16503063375031668
1176,9.164655485934608,39.927619998548266,2.5826378812971007,0.6882641088499183
4279,58.58819024543188,28.429648822878324,2.302914711778213,0.6988107537550171
2997,6.581843814106689,6.573779659882417,1.183020422209623,0.7699693933860358
4859,24.6631051908725,52.457152297847394,1.6866787727553123,0.8242293592271166
4032,59.86286667080492,11.819488148176125,1.2577108937613846,0.034233493802190096
4386,8.509672244694213,57.039514568168165,0.12108536103875164,0.3761841413175424
312,34.56590566316295,24.942610133541194,1.2207385647197966,0.5582105247263148
772,57.19835892369255,8.116817878340886,1.4309380728280456,0.46975286362684066
1161,19.25770403998335,42.2811174346101,0.6048468827270479,0.29130723858720386
1219,14.871548761045366,54.84084099077122,1.840472690859875,0.4967346173153575
257,0.6624434812751234,15.043485054801247,0.1442781994366642,0.4657038092753395
1728,1.7765011509720718,18.613349850150925,1.5209987858276268,0.488479759305984
2448,55.73267351882348,22.348252369294265,0.24162967489148127,0.7385185262304697
2988,27.21418965167318,54.76509285377722,1.78051751220263,0.09456797629849745
764,15.543308980032853,8.826063733369002,1.870416425262667,0.025197376441609576
2793,6.462773962451136,9.44266746997146,0.16037123859870123,0.2849316955604472
2851,44.599566240756346,12.108500201633884,1.1429396484712164,0.5256524771271772
92,47.2597957190458,20.63491590670759,2.116345108028192,0.32729047533300837
4855,57.708595551282684,18.09958350446739,1.0957037050785967,0.7109201145073203
1248,14.734634992626903,33.92483479956175,1.3809800642947974,0.05423495191607597
1685,23.47723856138172,42.2875110879259,0.5431763297363527,0.6804160249175336
2404,0.7948954722414037,46.082936323808084,1.370755052609896,0.5619484135320629
931,5.26259741396146,30.842519603453212,1.3364907223749696,0.10640457430544092
2627,13.685219098023229,28.41505609385107,0.6142894583539869,0.26715851694820825
4577,0.35104255240903104,45.411612623530694,2.3731100690058082,0.6820521814520459
787,59.73662011417451,5.008391452339678,0.44949788217911824,0.8999883356759313
33,28.914462106724514,51.640284047634324,0.3701346611546449,0.8722345403814564
3195,49.10752590094746,27.29882884355295,0.12036909240443486,0.1266640869960063
1865,28.180885668180057,36.19448714136685,1.2267691082101553,0.5125800317639577
1439,1.420310093613597,55.87023780437069,1.1207636293068817,0.6272353840081564
4018,29.0878875001721,48.98590099631481,1.8236231220469608,0.4644341134048946
4498,34.75765976054225,26.248296947021984,1.4191271246668733,0.0571105530494701
3651,42.01389424685368,21.3608863553595,1.6321545873018743,0.6016568942084416
47,41.441343915229254,42.26223867418087,2.191929456936852,0.801902648366839
784,39.70438652328229,51.55084450191398,2.3473454361275365,0.3895098524262006
349,10.542471240693738,31.821411191190016,1.3667927174349128,0.736506286103883
2155,19.505117615987928,32.28074621739968,1.8017898833850599,0.6135509190243914
4489,25.267218262402928,57.53592461724415,2.6131914168908854,0.8868370832529535
844,34.065049131243306,45.70221543020935,0.35195683982188886,0.5741921240196256
4718,58.722513695696286,53.60383637653134,0.2685290029965159,0.34111268037017684
4750,8.84181801896288,2.5391947897186617,1.4177158100712184,0.7030688139756646
4732,44.19657797343206,5.069616224495846,2.178933355215107,0.37957074020042436
4372,25.2015512250263,36.01854906333522,2.2573181751782414,0.035649541517737804
